BFS_NR,Gemeindename,Jahr,Einwohner_pro_Quadratkilometer,Einwohner 0-14 Jahre alt,Einwohner 15-29 Jahre alt,Einwohner 30-44 Jahre alt,Einwohner 45-59 Jahre alt,Einwohner 60-74 Jahre alt,Einwohner 75-89 Jahre alt,Einwohner 90-104 Jahre alt,durchschnittliches_steuerbares_Einkommen_pro_Einwohner,Finanzvermoegen_pro_Einwohner,Einwohner,Einbruchdiebstahl_Total,Einschleichdiebstahl_Total,Einbruchdiebstahl_Versucht,Einschleichdiebstahl_Versucht,Einbruchdiebstahl_Vollendet,Einschleichdiebstahl_Vollendet
295,Horgen,2015,723.6,3538,3393,5047,5007,3373,1747,204,74983.0,7601.0,22167.0,62.0,32.0,27.0,3.0,35.0,29.0
230,Winterthur,2017,1623.2,16939,21276,26474,22464,14465,8013,938,55361.0,8277.0,109775.0,365.0,134.0,138.0,7.0,227.0,127.0
211,Altikon,2022,94.6,122,103,137,158,150,52,7,59442.0,9029.0,711.0,1.0,1.0,1.0,1.0,0.0,0.0
221,Hettlingen,2022,534.7,473,558,465,795,536,259,26,80074.0,6253.0,3125.0,13.0,2.0,3.0,0.0,10.0,2.0
250,Urdorf,2012,1249.1,1440,1613,2124,2003,1466,763,47,63869.0,3691.0,9259.0,77.0,32.0,25.0,1.0,52.0,31.0
182,Wildberg,2020,95.6,189,121,198,255,177,63,6,65463.0,7206.0,985.0,0.0,1.0,0.0,0.0,0.0,1.0
220,Hagenbuch,2020,134.4,183,128,235,287,203,54,5,61404.0,8732.0,1085.0,1.0,1.0,1.0,0.0,0.0,1.0
228,Turbenthal,2020,197.6,886,765,1001,1102,852,350,33,53990.0,8298.0,4883.0,10.0,5.0,4.0,1.0,6.0,4.0
219,Elsau,2021,459.2,605,560,714,836,644,301,32,63031.0,7411.0,3657.0,11.0,3.0,2.0,0.0,9.0,3.0
248,Uitikon,2021,1144.4,856,573,1131,1159,767,473,65,128739.0,13491.0,4809.0,16.0,6.0,6.0,0.0,10.0,6.0
241,Aesch,2022,319.0,306,204,409,365,206,160,12,91213.0,13002.0,1692.0,0.0,6.0,0.0,2.0,0.0,4.0
291,Andelfingen,2022,201.6,603,491,644,810,500,348,32,67084.0,7944.0,3430.0,11.0,4.0,4.0,0.0,7.0,4.0
219,Elsau,2011,417.9,496,606,642,833,541,226,15,59470.0,2345.0,3329.0,29.0,5.0,8.0,0.0,21.0,5.0
211,Altikon,2018,91.4,113,105,132,164,143,41,7,59331.0,7003.0,676.0,2.0,1.0,1.0,0.0,1.0,1.0
230,Winterthur,2018,1637.7,17180,21228,26751,22550,14705,8155,985,55308.0,8936.0,110912.0,407.0,114.0,159.0,4.0,248.0,110.0
298,Wiesendangen,2018,340.4,1047,1002,1169,1569,1089,575,61,72357.0,8752.0,6380.0,9.0,2.0,2.0,0.0,7.0,2.0
198,Uster,2014,1169.7,5193,5833,7557,7462,5007,2141,190,62235.0,5476.0,33097.0,115.0,34.0,38.0,1.0,77.0,33.0
211,Altikon,2015,85.3,96,94,121,173,132,33,6,60784.0,5846.0,667.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Turbenthal,2017,188.1,802,793,926,1096,829,279,23,51086.0,7384.0,4681.0,8.0,1.0,4.0,0.0,4.0,1.0
294,Elgg,2018,200.7,770,812,955,1137,780,395,49,64904.0,5528.0,4925.0,8.0,5.0,5.0,0.0,3.0,5.0
182,Wildberg,2012,94.9,170,145,242,243,145,55,2,60753.0,6333.0,987.0,8.0,0.0,3.0,0.0,5.0,0.0
196,Mönchaltorf,2022,540.5,666,563,855,839,752,416,22,62948.0,9691.0,4119.0,4.0,4.0,1.0,1.0,3.0,3.0
292,Stammheim,2015,115.7,454,472,476,687,474,186,22,55420.0,9518.0,2722.0,2.0,0.0,1.0,0.0,1.0,0.0
249,Unterengstringen,2016,1111.0,534,521,802,881,672,304,30,74640.0,4475.0,3648.0,15.0,1.0,7.0,0.0,8.0,1.0
196,Mönchaltorf,2017,486.9,609,518,734,796,777,262,19,66484.0,6082.0,3701.0,4.0,1.0,3.0,0.0,1.0,1.0
226,Schlatt,2017,80.6,148,104,140,164,115,57,2,54863.0,7339.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Geroldswil,2020,2655.8,880,727,1064,1054,842,443,36,72031.0,14323.0,4934.0,22.0,4.0,12.0,0.0,10.0,4.0
198,Uster,2011,1140.4,5058,5910,7656,7008,4812,1940,163,61797.0,5856.0,32265.0,115.0,48.0,42.0,0.0,73.0,48.0
243,Dietikon,2013,2729.1,3897,5415,5952,4890,3274,1756,142,49484.0,4122.0,24843.0,275.0,41.0,88.0,3.0,187.0,38.0
198,Uster,2015,1186.2,5266,5836,7641,7595,5075,2242,198,62856.0,5168.0,33412.0,70.0,20.0,32.0,2.0,38.0,18.0
298,Wiesendangen,2014,319.8,991,937,1186,1476,997,494,33,68476.0,7043.0,6042.0,13.0,3.0,6.0,0.0,7.0,3.0
197,Schwerzenbach,2020,1963.3,833,822,1213,1119,705,452,39,64848.0,6745.0,5170.0,16.0,5.0,5.0,1.0,11.0,4.0
194,Greifensee,2010,2186.3,795,978,1084,1000,923,299,15,65671.0,9383.0,4946.0,26.0,5.0,9.0,0.0,17.0,5.0
200,Wangen-Brüttisellen,2016,995.4,1242,1447,1754,1912,1106,387,26,67406.0,4550.0,7727.0,32.0,8.0,17.0,0.0,15.0,8.0
213,Brütten,2017,303.2,296,300,359,519,369,162,11,83793.0,6608.0,2030.0,8.0,0.0,4.0,0.0,4.0,0.0
195,Maur,2022,725.5,1658,1490,1936,2648,1795,1096,121,88661.0,12055.0,10820.0,29.0,11.0,13.0,3.0,16.0,8.0
219,Elsau,2010,413.7,512,596,643,807,543,211,13,57945.0,3058.0,3279.0,14.0,2.0,2.0,1.0,12.0,1.0
193,Fällanden,2012,1258.5,1310,1186,1921,1730,1357,513,50,68933.0,7376.0,8071.0,27.0,5.0,10.0,0.0,17.0,5.0
293,Wädenswil,2014,673.7,3477,3923,4979,5545,4039,1817,197,65520.0,5867.0,23805.0,87.0,17.0,31.0,2.0,56.0,15.0
213,Brütten,2015,301.7,294,305,359,533,362,142,11,78233.0,6079.0,2030.0,6.0,1.0,1.0,0.0,5.0,1.0
223,Neftenbach,2015,365.9,1001,831,1161,1414,772,297,24,72072.0,3663.0,5504.0,8.0,4.0,6.0,0.0,2.0,4.0
196,Mönchaltorf,2016,482.8,595,496,753,794,791,239,16,64254.0,5921.0,3677.0,3.0,3.0,1.0,0.0,2.0,3.0
221,Hettlingen,2016,545.6,537,574,503,844,461,211,29,79345.0,4847.0,3114.0,20.0,2.0,4.0,0.0,16.0,2.0
195,Maur,2021,730.1,1701,1506,1950,2697,1751,1097,111,93451.0,12052.0,10780.0,15.0,7.0,5.0,2.0,10.0,5.0
293,Wädenswil,2021,700.5,3708,3807,4984,5631,4159,2407,235,71381.0,6680.0,24832.0,25.0,11.0,8.0,1.0,17.0,10.0
226,Schlatt,2022,84.0,137,100,151,190,111,64,6,59038.0,7963.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Dägerlen,2012,123.7,184,146,210,271,123,46,6,55687.0,7307.0,994.0,0.0,1.0,0.0,0.0,0.0,1.0
297,Bauma,2012,154.9,683,867,833,1203,668,292,23,50565.0,5720.0,4555.0,24.0,7.0,11.0,1.0,13.0,6.0
226,Schlatt,2015,81.1,168,95,143,170,103,52,4,56983.0,6225.0,754.0,2.0,0.0,0.0,0.0,2.0,0.0
225,Rickenbach,2016,442.7,485,423,528,627,393,209,18,58343.0,5493.0,2598.0,8.0,4.0,3.0,0.0,5.0,4.0
249,Unterengstringen,2018,1153.9,580,533,833,885,693,320,33,78857.0,4635.0,3804.0,21.0,1.0,11.0,1.0,10.0,0.0
226,Schlatt,2010,81.0,159,114,159,165,100,34,3,52196.0,6146.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Turbenthal,2012,170.4,687,835,795,1077,657,232,17,49356.0,6619.0,4272.0,20.0,3.0,8.0,0.0,12.0,3.0
295,Horgen,2013,703.8,3410,3342,5002,4752,3284,1711,197,72534.0,8257.0,21416.0,86.0,40.0,28.0,3.0,58.0,37.0
295,Horgen,2022,764.9,3806,3409,5347,5313,3430,2057,227,76913.0,8964.0,23319.0,47.0,16.0,17.0,2.0,30.0,14.0
211,Altikon,2011,80.6,94,94,116,171,105,37,2,54721.0,6907.0,604.0,1.0,1.0,0.0,0.0,1.0,1.0
225,Rickenbach,2011,418.3,460,397,561,555,361,188,13,60310.0,5903.0,2509.0,7.0,2.0,0.0,0.0,7.0,2.0
241,Aesch,2013,227.5,199,124,297,238,215,103,7,97325.0,11520.0,1157.0,3.0,0.0,0.0,0.0,3.0,0.0
227,Seuzach,2015,947.1,936,1155,1396,1688,1278,702,43,73670.0,2634.0,7240.0,24.0,4.0,7.0,0.0,17.0,4.0
182,Wildberg,2019,93.1,178,118,205,246,168,60,7,65308.0,8643.0,1006.0,1.0,1.0,0.0,0.0,1.0,1.0
247,Schlieren,2019,2867.6,2722,3626,5116,3817,2183,1133,157,53812.0,7857.0,18736.0,198.0,33.0,107.0,3.0,91.0,30.0
292,Stammheim,2019,116.2,434,441,462,629,575,218,26,62083.0,14058.0,2747.0,5.0,0.0,1.0,0.0,4.0,0.0
181,Wila,2022,221.5,330,302,398,451,395,153,15,56555.0,10595.0,2015.0,4.0,0.0,3.0,0.0,1.0,0.0
246,Oetwil an der Limmat,2022,925.6,314,343,494,646,475,275,17,80751.0,9656.0,2555.0,9.0,1.0,5.0,0.0,4.0,1.0
215,Dättlikon,2010,257.2,145,109,186,162,109,31,4,60647.0,9425.0,692.0,4.0,1.0,1.0,0.0,3.0,1.0
247,Schlieren,2010,2462.2,2455,3442,3929,3207,1912,1080,78,48420.0,5128.0,15293.0,163.0,58.0,62.0,0.0,101.0,58.0
182,Wildberg,2011,92.9,170,130,247,235,142,55,2,59009.0,6252.0,966.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Wangen-Brüttisellen,2011,959.3,1248,1494,1801,1833,919,271,22,66512.0,6023.0,7545.0,38.0,21.0,15.0,0.0,23.0,21.0
200,Wangen-Brüttisellen,2013,959.9,1217,1389,1829,1843,984,307,24,69054.0,5654.0,7578.0,37.0,12.0,12.0,0.0,25.0,12.0
196,Mönchaltorf,2014,474.2,593,484,763,798,771,198,11,63421.0,5038.0,3472.0,16.0,5.0,3.0,1.0,13.0,4.0
228,Turbenthal,2015,177.1,717,779,850,1086,756,260,21,51579.0,5190.0,4444.0,12.0,0.0,3.0,0.0,9.0,0.0
213,Brütten,2022,324.8,335,280,410,507,391,216,21,84294.0,6465.0,2097.0,2.0,1.0,1.0,1.0,1.0,0.0
211,Altikon,2020,91.1,117,96,135,150,148,47,9,60741.0,8377.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Weiningen,2010,783.1,688,750,917,1088,579,190,17,67924.0,7189.0,4182.0,26.0,13.0,8.0,0.0,18.0,13.0
294,Elgg,2011,183.4,732,817,903,1036,658,308,24,58114.0,5025.0,4384.0,23.0,8.0,10.0,2.0,13.0,6.0
242,Birmensdorf,2012,520.6,900,890,1282,1359,1033,464,23,70887.0,4937.0,5927.0,43.0,7.0,19.0,0.0,24.0,7.0
225,Rickenbach,2015,427.6,440,403,516,638,380,200,14,59625.0,6022.0,2562.0,2.0,3.0,1.0,1.0,1.0,2.0
199,Volketswil,2017,1328.7,3138,2991,4177,4366,2772,1107,64,66958.0,4397.0,18582.0,32.0,17.0,6.0,1.0,26.0,16.0
220,Hagenbuch,2018,132.9,168,162,221,288,200,41,3,59988.0,7020.0,1106.0,1.0,0.0,0.0,0.0,1.0,0.0
241,Aesch,2018,298.5,264,205,394,335,209,137,11,92198.0,15836.0,1348.0,3.0,1.0,1.0,0.0,2.0,1.0
248,Uitikon,2018,986.3,670,509,818,1101,743,431,58,136618.0,13041.0,4245.0,19.0,4.0,7.0,0.0,12.0,4.0
216,Dinhard,2011,199.4,245,205,296,301,280,78,7,68737.0,8288.0,1394.0,4.0,3.0,1.0,0.0,3.0,3.0
200,Wangen-Brüttisellen,2012,957.4,1201,1448,1806,1834,963,298,23,67548.0,6298.0,7582.0,31.0,14.0,9.0,5.0,22.0,9.0
225,Rickenbach,2020,462.6,525,401,577,614,423,231,28,60206.0,8467.0,2749.0,7.0,1.0,4.0,0.0,3.0,1.0
226,Schlatt,2020,86.1,156,106,164,173,116,61,2,60127.0,7072.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Birmensdorf,2021,607.2,1189,958,1654,1408,1031,625,69,73146.0,7002.0,6909.0,28.0,4.0,15.0,1.0,13.0,3.0
251,Weiningen,2021,898.7,757,797,1069,1097,779,334,29,68652.0,9247.0,4869.0,15.0,3.0,7.0,0.0,8.0,3.0
215,Dättlikon,2022,284.9,138,109,147,224,140,64,7,80925.0,9092.0,793.0,2.0,4.0,0.0,1.0,2.0,3.0
230,Winterthur,2022,1711.8,17983,21273,29126,22648,15683,8772,1124,55950.0,10571.0,115129.0,476.0,207.0,227.0,29.0,249.0,178.0
196,Mönchaltorf,2010,453.6,524,552,717,802,681,169,16,58776.0,7169.0,3424.0,16.0,2.0,4.0,0.0,12.0,2.0
216,Dinhard,2012,204.9,251,217,298,308,279,91,7,70164.0,8104.0,1421.0,7.0,1.0,2.0,0.0,5.0,1.0
192,Egg,2013,570.6,1198,1313,1570,2059,1433,660,40,74894.0,7539.0,8305.0,36.0,7.0,8.0,1.0,28.0,6.0
298,Wiesendangen,2013,315.8,996,934,1194,1430,970,486,29,68147.0,8393.0,5984.0,20.0,8.0,8.0,0.0,12.0,8.0
228,Turbenthal,2019,193.7,842,790,959,1100,846,329,25,52356.0,7727.0,4900.0,16.0,7.0,6.0,0.0,10.0,7.0
249,Unterengstringen,2022,1224.1,630,572,911,876,716,376,32,75769.0,5089.0,4116.0,15.0,5.0,6.0,3.0,9.0,2.0
298,Wiesendangen,2022,350.2,1079,957,1231,1536,1178,646,72,73135.0,7560.0,6647.0,20.0,8.0,10.0,0.0,10.0,8.0
247,Schlieren,2011,2551.2,2520,3593,4102,3361,1921,1094,94,50371.0,5105.0,16157.0,149.0,41.0,38.0,0.0,111.0,41.0
195,Maur,2020,727.8,1687,1496,1998,2719,1708,1054,116,92668.0,12151.0,10468.0,13.0,13.0,4.0,0.0,9.0,13.0
226,Schlatt,2016,81.6,158,100,147,165,112,55,2,57951.0,6040.0,738.0,1.0,1.0,1.0,0.0,0.0,1.0
182,Wildberg,2017,94.1,183,122,224,237,163,58,7,61346.0,9102.0,985.0,1.0,1.0,1.0,0.0,0.0,1.0
225,Rickenbach,2019,453.4,507,400,560,616,422,216,22,59802.0,8845.0,2704.0,8.0,0.0,4.0,0.0,4.0,0.0
243,Dietikon,2010,2540.7,3680,4875,5441,4539,3317,1610,116,48127.0,5050.0,23196.0,198.0,34.0,65.0,1.0,133.0,33.0
246,Oetwil an der Limmat,2011,841.2,287,323,487,560,501,163,9,75943.0,6376.0,2297.0,30.0,8.0,10.0,1.0,20.0,7.0
293,Wädenswil,2015,683.6,3529,3995,5032,5607,4087,1883,197,66769.0,5753.0,24036.0,94.0,8.0,42.0,0.0,52.0,8.0
218,Ellikon,2018,181.7,158,132,180,229,137,61,6,66751.0,12660.0,902.0,4.0,1.0,1.0,0.0,3.0,1.0
297,Bauma,2018,168.1,761,837,904,1252,818,350,39,55125.0,4477.0,4939.0,12.0,2.0,9.0,0.0,3.0,2.0
227,Seuzach,2019,977.2,1016,1093,1440,1661,1290,843,84,75019.0,3340.0,7342.0,18.0,7.0,6.0,0.0,12.0,7.0
231,Zell,2019,485.0,1053,967,1342,1429,939,518,47,55764.0,4014.0,6032.0,9.0,3.0,7.0,1.0,2.0,2.0
199,Volketswil,2021,1362.8,3222,3010,4070,4517,2809,1403,76,67964.0,6323.0,18865.0,49.0,12.0,23.0,0.0,26.0,12.0
242,Birmensdorf,2011,518.1,908,890,1313,1316,1023,447,25,69682.0,4658.0,5882.0,42.0,16.0,13.0,0.0,29.0,16.0
231,Zell,2012,422.6,872,955,1187,1190,861,383,37,51302.0,5055.0,5437.0,32.0,5.0,16.0,0.0,16.0,5.0
219,Elsau,2015,432.5,549,587,645,848,591,246,11,60515.0,4872.0,3472.0,8.0,2.0,6.0,0.0,2.0,2.0
247,Schlieren,2015,2815.6,2706,3854,4819,3714,2051,1145,125,51933.0,4960.0,17905.0,128.0,33.0,57.0,3.0,71.0,30.0
215,Dättlikon,2020,274.6,147,99,149,219,120,59,6,82274.0,9344.0,776.0,1.0,0.0,0.0,0.0,1.0,0.0
219,Elsau,2020,454.5,591,563,708,843,616,300,33,61550.0,7750.0,3647.0,4.0,5.0,1.0,0.0,3.0,5.0
248,Uitikon,2013,893.2,592,443,753,984,707,381,52,155870.0,11981.0,3947.0,33.0,9.0,11.0,1.0,22.0,8.0
296,Illnau-Effretikon,2014,506.7,2517,2960,3638,3505,2696,1239,121,57383.0,3925.0,16686.0,73.0,20.0,26.0,3.0,47.0,17.0
221,Hettlingen,2015,537.7,552,535,508,822,460,217,19,80097.0,4096.0,3066.0,5.0,3.0,3.0,1.0,2.0,2.0
295,Horgen,2017,726.9,3589,3332,4943,5094,3391,1837,225,71604.0,9578.0,22476.0,83.0,21.0,32.0,0.0,51.0,21.0
196,Mönchaltorf,2020,535.9,665,586,834,854,765,349,25,65389.0,9014.0,3898.0,9.0,4.0,3.0,0.0,6.0,4.0
245,Oberengstringen,2022,3207.0,873,1104,1623,1458,999,679,95,62166.0,12558.0,6783.0,12.0,6.0,7.0,0.0,5.0,6.0
215,Dättlikon,2012,257.9,141,112,173,178,111,31,2,64754.0,7989.0,747.0,2.0,0.0,1.0,0.0,1.0,0.0
224,Pfungen,2015,756.0,655,667,914,857,455,189,13,52783.0,3201.0,3651.0,14.0,2.0,5.0,0.0,9.0,2.0
250,Urdorf,2019,1316.0,1557,1605,2172,2116,1467,982,76,63332.0,5736.0,9848.0,60.0,8.0,32.0,0.0,28.0,8.0
298,Wiesendangen,2020,346.9,1067,985,1189,1564,1143,615,73,74697.0,7414.0,6594.0,19.0,6.0,6.0,0.0,13.0,6.0
192,Egg,2012,572.6,1235,1289,1660,2032,1425,626,35,76617.0,7716.0,8221.0,56.0,12.0,25.0,0.0,31.0,12.0
191,Dübendorf,2020,2191.9,4359,5338,7703,6425,3608,2192,229,62570.0,6194.0,29303.0,87.0,29.0,40.0,1.0,47.0,28.0
246,Oetwil an der Limmat,2012,839.7,289,309,480,575,500,165,8,78417.0,6315.0,2333.0,27.0,1.0,9.0,0.0,18.0,1.0
297,Bauma,2017,167.0,739,860,908,1271,781,327,39,55095.0,5095.0,4909.0,17.0,2.0,8.0,0.0,9.0,2.0
219,Elsau,2013,425.4,532,577,640,857,574,228,12,60573.0,3606.0,3355.0,11.0,0.0,3.0,0.0,8.0,0.0
215,Dättlikon,2018,271.5,158,96,155,208,124,46,3,85522.0,8284.0,782.0,2.0,0.0,0.0,0.0,2.0,0.0
242,Birmensdorf,2018,568.9,1062,945,1440,1387,1042,563,58,69943.0,5405.0,6414.0,29.0,2.0,8.0,0.0,21.0,2.0
220,Hagenbuch,2019,132.4,165,137,236,280,206,50,5,62081.0,7879.0,1082.0,2.0,1.0,1.0,0.0,1.0,1.0
193,Fällanden,2020,1402.2,1510,1304,1954,2000,1320,776,54,74981.0,8063.0,8689.0,40.0,3.0,20.0,0.0,20.0,3.0
249,Unterengstringen,2021,1221.1,618,578,914,887,715,361,30,77984.0,5452.0,3984.0,27.0,6.0,8.0,1.0,19.0,5.0
220,Hagenbuch,2022,140.6,209,125,263,276,212,57,4,60314.0,7109.0,1123.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Uitikon,2022,1160.8,889,585,1151,1135,788,482,66,131465.0,11147.0,5030.0,46.0,7.0,26.0,0.0,20.0,7.0
241,Aesch,2011,208.3,173,147,243,228,206,76,10,88760.0,11172.0,1034.0,1.0,0.0,0.0,0.0,1.0,0.0
226,Schlatt,2012,81.5,166,100,155,175,107,34,1,57220.0,6436.0,737.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Geroldswil,2013,2497.4,714,771,962,1112,825,347,14,68609.0,7031.0,4755.0,34.0,3.0,13.0,0.0,21.0,3.0
226,Schlatt,2014,83.2,171,106,151,174,100,48,4,58788.0,7016.0,738.0,0.0,1.0,0.0,1.0,0.0,0.0
245,Oberengstringen,2019,3163.8,902,1079,1548,1488,974,666,82,64531.0,11103.0,6600.0,25.0,5.0,13.0,0.0,12.0,5.0
243,Dietikon,2016,2901.8,4173,5577,6549,5265,3292,1916,157,50363.0,5575.0,26711.0,94.0,27.0,40.0,0.0,54.0,27.0
219,Elsau,2017,449.8,597,581,711,840,610,257,20,63143.0,3482.0,3558.0,9.0,1.0,0.0,0.0,9.0,1.0
296,Illnau-Effretikon,2016,508.5,2508,2869,3700,3538,2605,1400,114,59147.0,4095.0,16734.0,53.0,26.0,27.0,0.0,26.0,26.0
250,Urdorf,2017,1290.4,1548,1543,2149,2083,1450,925,70,64086.0,3300.0,9657.0,69.0,11.0,25.0,3.0,44.0,8.0
193,Fällanden,2019,1364.5,1470,1226,1931,1913,1332,758,48,75140.0,7895.0,8672.0,35.0,10.0,20.0,1.0,15.0,9.0
230,Winterthur,2011,1511.5,15190,21408,23948,20637,13563,7441,779,53236.0,6001.0,101308.0,783.0,213.0,280.0,8.0,503.0,205.0
211,Altikon,2012,80.5,95,85,115,171,113,35,4,55467.0,4853.0,621.0,5.0,1.0,1.0,0.0,4.0,1.0
211,Altikon,2013,82.7,104,85,108,182,114,39,3,55924.0,5192.0,619.0,1.0,0.0,0.0,0.0,1.0,0.0
249,Unterengstringen,2014,1058.8,466,533,757,874,650,261,27,71904.0,4592.0,3456.0,27.0,8.0,7.0,2.0,20.0,6.0
245,Oberengstringen,2015,3060.3,914,1021,1492,1370,1017,653,82,64099.0,8497.0,6551.0,22.0,2.0,8.0,0.0,14.0,2.0
250,Urdorf,2015,1277.8,1493,1595,2143,2094,1432,854,62,62145.0,4540.0,9630.0,43.0,10.0,15.0,0.0,28.0,10.0
297,Bauma,2015,164.0,704,914,863,1273,749,303,31,50890.0,4441.0,4722.0,16.0,9.0,7.0,2.0,9.0,7.0
292,Stammheim,2016,114.6,447,452,477,663,494,188,25,55956.0,10773.0,2778.0,6.0,6.0,1.0,1.0,5.0,5.0
244,Geroldswil,2017,2588.4,859,743,1009,1046,829,411,21,72775.0,7669.0,4958.0,11.0,2.0,5.0,0.0,6.0,2.0
251,Weiningen,2017,881.5,723,878,1023,1135,708,264,29,65861.0,7691.0,4770.0,23.0,4.0,13.0,0.0,10.0,4.0
199,Volketswil,2018,1326.5,3140,2948,4111,4420,2728,1188,62,67084.0,4080.0,18693.0,65.0,24.0,27.0,2.0,38.0,22.0
251,Weiningen,2020,897.8,756,824,1056,1111,784,298,28,69362.0,9852.0,4813.0,22.0,6.0,9.0,1.0,13.0,5.0
213,Brütten,2013,302.0,297,301,378,534,354,136,8,80110.0,6529.0,1989.0,7.0,1.0,0.0,0.0,7.0,1.0
215,Dättlikon,2013,260.7,143,106,173,183,115,34,2,67376.0,8989.0,748.0,2.0,0.0,0.0,0.0,2.0,0.0
221,Hettlingen,2013,518.5,575,466,537,772,417,218,17,75764.0,6091.0,2995.0,22.0,1.0,7.0,0.0,15.0,1.0
296,Illnau-Effretikon,2022,533.6,2636,3018,3827,3597,2588,1749,147,59147.0,4324.0,17395.0,52.0,21.0,23.0,2.0,29.0,19.0
296,Illnau-Effretikon,2017,514.4,2555,2893,3758,3540,2612,1452,118,59239.0,4322.0,16796.0,35.0,8.0,13.0,1.0,22.0,7.0
199,Volketswil,2020,1344.6,3170,2973,4027,4520,2753,1332,76,67877.0,6022.0,18640.0,55.0,9.0,29.0,0.0,26.0,9.0
193,Fällanden,2022,1485.4,1650,1366,2155,2031,1343,843,59,73452.0,7238.0,9350.0,20.0,7.0,6.0,1.0,14.0,6.0
243,Dietikon,2012,2669.4,3790,5262,5838,4702,3321,1716,143,49051.0,4539.0,24183.0,254.0,53.0,80.0,2.0,174.0,51.0
193,Fällanden,2013,1269.7,1331,1169,1913,1779,1361,535,51,68447.0,6879.0,8072.0,14.0,11.0,3.0,0.0,11.0,11.0
293,Wädenswil,2016,686.3,3594,3933,4974,5663,4097,1973,193,65494.0,6277.0,24383.0,64.0,8.0,22.0,0.0,42.0,8.0
215,Dättlikon,2017,270.0,164,91,155,199,130,40,4,79593.0,8011.0,781.0,1.0,1.0,1.0,0.0,0.0,1.0
293,Wädenswil,2022,706.9,3680,3876,5087,5573,4227,2467,250,70172.0,7207.0,24952.0,78.0,11.0,22.0,0.0,56.0,11.0
195,Maur,2012,649.8,1514,1365,1970,2342,1673,696,50,95357.0,11470.0,9556.0,69.0,11.0,36.0,0.0,33.0,11.0
195,Maur,2017,686.1,1517,1443,1877,2666,1623,925,97,89765.0,11893.0,10067.0,31.0,6.0,5.0,0.0,26.0,6.0
194,Greifensee,2018,2356.8,913,812,1122,1128,805,550,20,69532.0,9685.0,5354.0,9.0,4.0,3.0,0.0,6.0,4.0
247,Schlieren,2022,3107.0,2891,4044,5774,3956,2296,1189,170,53319.0,7575.0,19941.0,94.0,32.0,46.0,5.0,48.0,27.0
250,Urdorf,2022,1362.4,1627,1625,2302,2181,1457,1052,83,61915.0,4105.0,10222.0,40.0,9.0,25.0,1.0,15.0,8.0
214,Dägerlen,2013,122.6,190,137,212,265,125,45,3,55890.0,6709.0,986.0,6.0,0.0,1.0,0.0,5.0,0.0
215,Dättlikon,2014,262.8,150,98,163,197,117,36,1,69998.0,8917.0,756.0,1.0,6.0,0.0,0.0,1.0,6.0
245,Oberengstringen,2017,3069.6,886,1032,1486,1437,971,669,88,63972.0,8054.0,6611.0,27.0,16.0,12.0,1.0,15.0,15.0
231,Zell,2010,412.7,823,978,1182,1148,812,375,39,48657.0,4114.0,5259.0,34.0,11.0,9.0,2.0,25.0,9.0
294,Elgg,2013,188.2,763,822,916,1061,687,317,29,58421.0,4590.0,4516.0,14.0,4.0,6.0,0.0,8.0,4.0
223,Neftenbach,2018,376.9,1026,852,1076,1457,872,355,34,74222.0,4840.0,5553.0,14.0,3.0,5.0,0.0,9.0,3.0
251,Weiningen,2018,890.2,756,870,1028,1124,728,287,23,69721.0,8819.0,4775.0,19.0,7.0,8.0,0.0,11.0,7.0
293,Wädenswil,2019,690.3,3674,3801,4890,5670,4106,2215,213,70124.0,7261.0,24341.0,43.0,11.0,18.0,0.0,25.0,11.0
211,Altikon,2021,92.0,115,101,135,154,149,48,7,61364.0,8524.0,701.0,0.0,1.0,0.0,1.0,0.0,0.0
225,Rickenbach,2021,460.0,525,395,577,610,416,237,23,63148.0,8534.0,2796.0,3.0,0.0,2.0,0.0,1.0,0.0
194,Greifensee,2012,2237.8,844,913,1134,1044,906,349,24,66157.0,8373.0,5126.0,22.0,4.0,10.0,0.0,12.0,4.0
228,Turbenthal,2013,171.7,680,807,810,1099,687,233,18,50966.0,6010.0,4301.0,23.0,2.0,10.0,0.0,13.0,2.0
200,Wangen-Brüttisellen,2017,997.7,1247,1436,1757,1886,1141,400,25,69933.0,4149.0,7860.0,20.0,4.0,8.0,0.0,12.0,4.0
216,Dinhard,2018,233.9,283,233,365,356,274,137,6,70344.0,6734.0,1557.0,12.0,2.0,3.0,0.0,9.0,2.0
250,Urdorf,2020,1320.4,1581,1572,2230,2082,1470,997,77,63465.0,5489.0,9981.0,65.0,5.0,36.0,1.0,29.0,4.0
227,Seuzach,2022,1012.0,1140,1000,1587,1601,1336,933,94,74855.0,4364.0,7630.0,17.0,14.0,7.0,1.0,10.0,13.0
