BFS_NR,Gemeindename,Jahr,Einwohner_pro_Quadratkilometer,Einwohner 0-14 Jahre alt,Einwohner 15-29 Jahre alt,Einwohner 30-44 Jahre alt,Einwohner 45-59 Jahre alt,Einwohner 60-74 Jahre alt,Einwohner 75-89 Jahre alt,Einwohner 90-104 Jahre alt,durchschnittliches_steuerbares_Einkommen_pro_Einwohner,Finanzvermoegen_pro_Einwohner,Einwohner,Einbruchdiebstahl_Total,Einschleichdiebstahl_Total,Einbruchdiebstahl_Versucht,Einschleichdiebstahl_Versucht,Einbruchdiebstahl_Vollendet,Einschleichdiebstahl_Vollendet
137,Oberrieden,2015,1814.8,714,667,923,1226,927,515,55,91447.0,9030.0,5031.0,27.0,2.0,8.0,0.0,19.0,2.0
138,Richterswil,2015,1745.3,2171,2080,2723,3118,2074,925,86,68143.0,4295.0,13035.0,59.0,6.0,28.0,1.0,31.0,5.0
139,Rüschlikon,2015,1939.7,890,739,1216,1352,852,561,54,125281.0,13751.0,5573.0,52.0,3.0,23.0,0.0,29.0,3.0
141,Thalwil,2015,3217.6,2711,2466,4320,3997,2675,1404,155,84997.0,4960.0,17631.0,90.0,8.0,26.0,2.0,64.0,6.0
151,Erlenbach,2015,1848.6,887,780,1044,1434,847,442,38,141843.0,13585.0,5449.0,21.0,5.0,7.0,0.0,14.0,5.0
152,Herrliberg,2015,701.9,965,912,1099,1650,1088,504,71,139174.0,21761.0,6242.0,32.0,6.0,12.0,2.0,20.0,4.0
153,Hombrechtikon,2015,696.0,1338,1382,1558,2029,1448,637,71,64895.0,4403.0,8430.0,15.0,6.0,9.0,0.0,6.0,6.0
154,Küsnacht,2015,1118.9,2095,1714,2672,3200,2368,1538,209,133115.0,8532.0,13849.0,82.0,13.0,30.0,1.0,52.0,12.0
155,Männedorf,2015,2229.1,1664,1486,1991,2732,1623,991,101,82829.0,5831.0,10537.0,24.0,2.0,7.0,0.0,17.0,2.0
156,Meilen,2015,1134.8,2120,1765,2724,3246,2244,1250,166,108912.0,10440.0,13239.0,50.0,12.0,21.0,1.0,29.0,11.0
157,Oetwil,2015,767.9,753,842,1001,1173,648,227,17,53843.0,4034.0,4599.0,7.0,6.0,3.0,0.0,4.0,6.0
158,Stäfa,2015,1643.7,2002,2062,2561,3516,2621,1284,106,80397.0,6299.0,13955.0,49.0,8.0,20.0,1.0,29.0,7.0
159,Uetikon,2015,1704.0,857,1005,1023,1600,974,459,63,98169.0,6967.0,5962.0,20.0,4.0,9.0,0.0,11.0,4.0
160,Zumikon,2015,943.1,831,648,827,1218,971,608,65,145948.0,6976.0,5151.0,26.0,3.0,10.0,1.0,16.0,2.0
161,Zollikon,2015,1621.4,1961,1507,2656,2886,2053,1427,253,131554.0,8890.0,12533.0,79.0,19.0,29.0,2.0,50.0,17.0
172,Fehraltorf,2015,662.3,1039,1000,1458,1463,1014,295,23,67276.0,4726.0,6317.0,22.0,1.0,9.0,0.0,13.0,1.0
173,Hittnau,2015,277.3,596,640,682,990,541,142,17,66673.0,5193.0,3644.0,2.0,2.0,1.0,1.0,1.0,1.0
176,Lindau,2015,450.9,881,897,1119,1312,851,289,30,68520.0,4328.0,5388.0,18.0,6.0,11.0,1.0,7.0,5.0
177,Pfäffikon,2015,586.9,1769,1839,2287,2661,1900,892,91,63784.0,3291.0,11275.0,36.0,11.0,14.0,0.0,22.0,11.0
178,Russikon,2015,299.9,705,587,813,1079,772,298,28,73407.0,3762.0,4202.0,8.0,4.0,2.0,2.0,6.0,2.0
180,Weisslingen,2015,255.3,530,507,538,845,600,223,12,70678.0,6705.0,3241.0,4.0,9.0,1.0,1.0,3.0,8.0
1,Aeugst,2016,250.2,294,294,350,568,343,113,7,82001.0,11583.0,1981.0,7.0,1.0,5.0,1.0,2.0,0.0
2,Affoltern,2016,1119.6,1715,2279,2488,2620,1807,887,72,56240.0,4902.0,11708.0,75.0,14.0,43.0,1.0,32.0,13.0
3,Bonstetten,2016,727.8,1002,825,1199,1261,828,284,23,72953.0,2557.0,5326.0,16.0,4.0,7.0,0.0,9.0,4.0
4,Hausen,2016,259.9,601,501,671,954,600,220,9,65355.0,9525.0,3477.0,20.0,3.0,8.0,0.0,12.0,3.0
5,Hedingen,2016,561.6,606,612,712,962,565,196,14,72877.0,5742.0,3660.0,12.0,1.0,7.0,0.0,5.0,1.0
6,Kappel,2016,141.8,235,141,252,267,155,52,8,67718.0,14081.0,1033.0,2.0,0.0,1.0,0.0,1.0,0.0
7,Knonau,2016,331.5,404,341,419,561,307,115,11,59827.0,5197.0,2097.0,2.0,1.0,1.0,0.0,1.0,1.0
8,Maschwanden,2016,132.5,100,100,133,150,93,41,3,52482.0,4872.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Mettmenstetten,2016,371.2,810,792,985,1129,840,267,21,70609.0,7293.0,4669.0,15.0,1.0,8.0,0.0,7.0,1.0
10,Obfelden,2016,678.0,882,849,1018,1202,862,282,24,62623.0,6171.0,5009.0,9.0,1.0,3.0,0.0,6.0,1.0
11,Ottenbach,2016,517.7,384,375,475,654,539,140,11,70400.0,5072.0,2569.0,4.0,1.0,3.0,0.0,1.0,1.0
12,Rifferswil,2016,163.6,246,118,219,272,164,48,8,61617.0,8270.0,1057.0,0.0,1.0,0.0,0.0,0.0,1.0
13,Stallikon,2016,302.2,583,502,809,915,595,214,11,83115.0,3444.0,3455.0,12.0,3.0,4.0,0.0,8.0,3.0
22,Benken,2016,151.3,129,136,159,250,138,45,1,58282.0,9818.0,860.0,1.0,1.0,1.0,0.0,0.0,1.0
23,Berg,2016,80.3,58,81,93,162,128,43,2,82704.0,13529.0,573.0,0.0,1.0,0.0,0.0,0.0,1.0
24,Buch,2016,93.8,191,135,213,238,132,43,3,66966.0,13459.0,966.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Dachsen,2016,739.0,323,331,332,512,322,160,8,62632.0,6594.0,1988.0,9.0,2.0,2.0,1.0,7.0,1.0
26,Dorf,2016,113.0,92,120,102,178,97,37,0,65782.0,6767.0,624.0,4.0,0.0,2.0,0.0,2.0,0.0
27,Feuerthalen,2016,1435.6,577,552,810,848,479,283,40,55893.0,3954.0,3567.0,12.0,2.0,4.0,0.0,8.0,2.0
28,Flaach,2016,132.7,206,245,244,356,195,93,15,62423.0,7757.0,1359.0,5.0,1.0,0.0,0.0,5.0,1.0
29,Flurlingen,2016,597.1,208,242,251,386,232,108,6,69128.0,5238.0,1438.0,5.0,0.0,3.0,0.0,2.0,0.0
31,Henggart,2016,732.0,364,384,401,553,359,168,11,66625.0,6055.0,2249.0,4.0,1.0,1.0,0.0,3.0,1.0
33,Kleinandelfingen,2016,200.5,348,320,390,534,319,143,9,59851.0,6878.0,2082.0,6.0,2.0,3.0,0.0,3.0,2.0
34,Laufen-Uhwiesen,2016,263.0,243,222,283,444,293,139,20,81600.0,11989.0,1634.0,4.0,0.0,1.0,0.0,3.0,0.0
35,Marthalen,2016,137.0,290,345,352,483,336,121,11,59987.0,4723.0,1956.0,12.0,0.0,10.0,0.0,2.0,0.0
37,Ossingen,2016,110.7,220,261,260,377,235,92,6,53958.0,5757.0,1426.0,11.0,2.0,7.0,0.0,4.0,2.0
38,Rheinau,2016,145.7,170,200,207,377,231,104,12,57419.0,6332.0,1321.0,1.0,1.0,1.0,0.0,0.0,1.0
39,Thalheim,2016,140.5,153,128,165,259,149,45,6,58252.0,9541.0,904.0,3.0,0.0,1.0,0.0,2.0,0.0
40,Trüllikon,2016,111.3,162,154,195,245,224,76,8,60528.0,8053.0,1015.0,1.0,1.0,1.0,0.0,0.0,1.0
41,Truttikon,2016,105.9,82,86,60,135,72,32,2,51406.0,8986.0,473.0,1.0,0.0,0.0,0.0,1.0,0.0
43,Volken,2016,102.8,64,52,60,103,30,25,2,65416.0,13070.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Bachenbülach,2016,945.9,652,622,833,911,709,320,11,63393.0,11032.0,4034.0,16.0,4.0,8.0,0.0,8.0,4.0
52,Bassersdorf,2016,1284.9,1792,1984,2729,2668,1639,683,56,65631.0,4693.0,11580.0,50.0,6.0,22.0,0.0,28.0,6.0
53,Bülach,2016,1211.4,2983,3726,4520,4002,2810,1361,100,58441.0,4447.0,19393.0,74.0,21.0,32.0,1.0,42.0,20.0
54,Dietlikon,2016,1789.3,1150,1173,1694,1602,1230,659,43,66822.0,9546.0,7625.0,50.0,3.0,21.0,0.0,29.0,3.0
55,Eglisau,2016,567.0,912,788,1146,1199,777,295,31,68701.0,4571.0,5025.0,3.0,3.0,1.0,0.0,2.0,3.0
56,Embrach,2016,719.1,1529,1592,1983,2089,1380,537,51,58295.0,4883.0,9139.0,16.0,12.0,8.0,0.0,8.0,12.0
57,Freienstein-Teufen,2016,280.1,325,373,418,658,407,144,8,65722.0,4783.0,2305.0,8.0,2.0,4.0,0.0,4.0,2.0
58,Glattfelden,2016,409.5,832,852,1150,1236,687,255,29,58270.0,5445.0,4955.0,6.0,7.0,2.0,0.0,4.0,7.0
59,Hochfelden,2016,318.2,337,301,384,490,347,90,8,67912.0,7970.0,1994.0,7.0,0.0,5.0,0.0,2.0,0.0
60,Höri,2016,563.9,401,506,546,659,397,171,10,58553.0,5332.0,2645.0,1.0,5.0,0.0,0.0,1.0,5.0
61,Hüntwangen,2016,207.3,170,145,179,276,188,57,7,71451.0,12737.0,1014.0,3.0,0.0,2.0,0.0,1.0,0.0
62,Kloten,2016,985.5,2671,3495,4627,4138,2540,1422,128,57336.0,8282.0,18452.0,98.0,22.0,27.0,0.0,71.0,22.0
63,Lufingen,2016,424.3,410,320,513,593,277,85,4,79152.0,6608.0,2072.0,9.0,4.0,3.0,0.0,6.0,4.0
64,Nürensdorf,2016,553.1,809,797,1141,1334,1019,455,26,84457.0,4773.0,5468.0,8.0,0.0,4.0,0.0,4.0,0.0
65,Oberembrach,2016,104.9,138,172,217,287,172,75,7,67822.0,7189.0,1079.0,3.0,4.0,1.0,2.0,2.0,2.0
66,Opfikon,2016,3469.0,3009,4131,5665,3526,2019,1000,111,54871.0,7885.0,18617.0,135.0,23.0,50.0,1.0,85.0,22.0
67,Rafz,2016,409.4,694,799,825,1102,686,253,30,62493.0,4633.0,4344.0,12.0,3.0,10.0,0.0,2.0,3.0
68,Rorbas,2016,626.5,529,520,616,659,359,103,8,55008.0,9096.0,2743.0,16.0,4.0,7.0,0.0,9.0,4.0
69,Wallisellen,2016,2453.4,2404,2730,4145,3269,2096,1074,131,70082.0,9097.0,15662.0,62.0,17.0,28.0,1.0,34.0,16.0
70,Wasterkingen,2016,141.9,89,74,90,149,123,31,3,60804.0,7747.0,573.0,2.0,0.0,0.0,0.0,2.0,0.0
71,Wil,2016,152.1,205,197,247,345,256,100,14,70745.0,9074.0,1381.0,2.0,0.0,1.0,0.0,1.0,0.0
72,Winkel,2016,538.8,574,644,935,1151,747,294,19,98364.0,14374.0,4246.0,17.0,5.0,7.0,0.0,10.0,5.0
81,Bachs,2016,65.7,85,86,112,154,113,49,2,58754.0,6323.0,585.0,2.0,0.0,2.0,0.0,0.0,0.0
82,Boppelsen,2016,336.2,235,169,246,353,235,74,6,94334.0,9321.0,1323.0,2.0,0.0,1.0,0.0,1.0,0.0
83,Buchs,2016,1074.8,1009,1183,1471,1540,840,257,20,64553.0,7143.0,6294.0,36.0,3.0,12.0,0.0,24.0,3.0
84,Dällikon,2016,907.8,656,727,876,968,602,229,9,60253.0,11158.0,3952.0,37.0,5.0,16.0,0.0,21.0,5.0
85,Dänikon,2016,670.4,290,334,420,480,265,83,5,66039.0,10127.0,1890.0,4.0,0.0,1.0,0.0,3.0,0.0
86,Dielsdorf,2016,1015.7,894,1027,1434,1291,948,337,31,62516.0,6274.0,5921.0,21.0,9.0,9.0,0.0,12.0,9.0
87,Hüttikon,2016,572.5,194,97,230,227,125,37,6,84273.0,4635.0,881.0,2.0,0.0,2.0,0.0,0.0,0.0
88,Neerach,2016,517.7,353,387,649,910,606,189,12,91079.0,16536.0,3047.0,8.0,1.0,2.0,1.0,6.0,0.0
89,Niederglatt,2016,1358.1,766,889,1093,1160,687,264,30,60338.0,5311.0,4768.0,16.0,3.0,12.0,0.0,4.0,3.0
90,Niederhasli,2016,810.6,1508,1662,1988,2182,1287,509,32,60832.0,3492.0,9100.0,23.0,4.0,9.0,2.0,14.0,2.0
91,Niederweningen,2016,423.8,494,517,541,799,425,131,9,66996.0,8190.0,2853.0,5.0,2.0,5.0,0.0,0.0,2.0
92,Oberglatt,2016,843.3,1194,1454,1776,1456,794,247,19,48873.0,5999.0,6818.0,22.0,9.0,11.0,0.0,11.0,9.0
93,Oberweningen,2016,363.9,255,320,347,473,294,83,4,71364.0,5386.0,1800.0,4.0,2.0,2.0,0.0,2.0,2.0
94,Otelfingen,2016,391.3,523,409,629,681,399,166,14,70390.0,11214.0,2784.0,16.0,3.0,9.0,1.0,7.0,2.0
95,Regensberg,2016,197.1,71,43,106,136,73,39,1,79349.0,22281.0,468.0,2.0,0.0,1.0,0.0,1.0,0.0
96,Regensdorf,2016,1238.0,2818,3360,4206,3825,2566,1248,89,57251.0,7726.0,18036.0,148.0,32.0,57.0,1.0,91.0,31.0
97,Rümlang,2016,641.3,1252,1560,1925,1659,1013,535,47,57082.0,10875.0,7774.0,46.0,11.0,24.0,0.0,22.0,11.0
98,Schleinikon,2016,128.3,101,134,133,209,113,33,2,59437.0,8525.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Schöfflisdorf,2016,346.9,200,213,237,373,243,107,11,69095.0,6646.0,1396.0,2.0,0.0,0.0,0.0,2.0,0.0
100,Stadel,2016,172.5,352,351,446,586,333,146,10,63108.0,5398.0,2205.0,1.0,1.0,1.0,1.0,0.0,0.0
101,Steinmaur,2016,363.1,516,572,785,799,508,237,22,66083.0,6328.0,3395.0,10.0,4.0,8.0,0.0,2.0,4.0
102,Weiach,2016,153.5,220,236,329,403,211,64,7,57488.0,11565.0,1379.0,7.0,3.0,2.0,1.0,5.0,2.0
111,Bäretswil,2016,227.4,815,797,968,1221,868,351,26,58901.0,3472.0,4974.0,1.0,0.0,1.0,0.0,0.0,0.0
112,Bubikon,2016,611.6,1239,1053,1408,1668,1246,474,31,64467.0,3631.0,7019.0,19.0,13.0,10.0,0.0,9.0,13.0
113,Dürnten,2016,731.6,1227,1288,1457,1836,1141,483,38,57912.0,3637.0,7421.0,18.0,6.0,7.0,1.0,11.0,5.0
114,Fischenthal,2016,82.0,461,416,492,601,375,111,17,47838.0,4416.0,2420.0,4.0,1.0,2.0,0.0,2.0,1.0
115,Gossau,2016,535.6,1528,1625,1849,2387,1646,700,56,64193.0,2969.0,9758.0,16.0,4.0,8.0,0.0,8.0,4.0
116,Grüningen,2016,384.2,529,554,684,811,560,219,24,65493.0,4600.0,3371.0,6.0,1.0,4.0,0.0,2.0,1.0
117,Hinwil,2016,496.3,1579,1996,2144,2618,1818,835,83,59285.0,4675.0,10848.0,28.0,8.0,8.0,0.0,20.0,8.0
118,Rüti,2016,1191.7,1735,2233,2377,2697,1953,914,103,54936.0,4808.0,12047.0,24.0,5.0,12.0,1.0,12.0,4.0
119,Seegräben,2016,380.9,237,218,320,363,213,74,11,65640.0,4083.0,1432.0,2.0,0.0,1.0,0.0,1.0,0.0
120,Wald,2016,380.0,1439,1646,1900,2312,1498,703,93,52522.0,2454.0,9447.0,21.0,3.0,11.0,0.0,10.0,3.0
121,Wetzikon,2016,1470.0,3635,4910,5385,5206,3465,1764,199,55152.0,5509.0,24407.0,64.0,18.0,20.0,0.0,44.0,18.0
131,Adliswil,2016,2391.2,2904,2845,4630,3822,2751,1566,133,62860.0,3901.0,18605.0,78.0,22.0,33.0,2.0,45.0,20.0
135,Kilchberg,2016,3200.0,1344,1016,2065,1912,1171,721,91,126632.0,14263.0,8098.0,36.0,11.0,20.0,2.0,16.0,9.0
136,Langnau,2016,864.3,1182,1167,1435,1717,1241,683,51,71527.0,4336.0,7452.0,20.0,3.0,6.0,0.0,14.0,3.0
137,Oberrieden,2016,1811.2,714,656,916,1226,911,540,54,90502.0,9828.0,5037.0,21.0,1.0,5.0,1.0,16.0,0.0
138,Richterswil,2016,1762.1,2222,2082,2698,3121,2124,974,83,67839.0,4335.0,13198.0,49.0,7.0,28.0,0.0,21.0,7.0
139,Rüschlikon,2016,1958.9,914,730,1246,1363,847,552,68,127737.0,11851.0,5674.0,36.0,3.0,17.0,1.0,19.0,2.0
141,Thalwil,2016,3217.4,2776,2398,4248,4024,2672,1443,166,85469.0,4783.0,17747.0,75.0,8.0,26.0,1.0,49.0,7.0
151,Erlenbach,2016,1858.8,896,774,1044,1443,838,461,46,131585.0,10566.0,5470.0,19.0,6.0,8.0,1.0,11.0,5.0
152,Herrliberg,2016,701.6,951,937,1038,1684,1071,529,76,143909.0,21811.0,6295.0,28.0,0.0,7.0,0.0,21.0,0.0
153,Hombrechtikon,2016,706.8,1353,1383,1604,2047,1465,668,75,64185.0,3191.0,8485.0,27.0,13.0,8.0,0.0,19.0,13.0
154,Küsnacht,2016,1147.0,2270,1735,2764,3238,2365,1557,214,134164.0,10472.0,13830.0,67.0,13.0,24.0,1.0,43.0,12.0
155,Männedorf,2016,2273.5,1660,1561,2001,2782,1643,1050,102,83363.0,4848.0,10593.0,50.0,5.0,22.0,0.0,28.0,5.0
156,Meilen,2016,1150.4,2172,1775,2747,3306,2244,1287,170,108402.0,10291.0,13531.0,56.0,16.0,32.0,0.0,24.0,16.0
157,Oetwil,2016,779.6,777,823,1035,1171,669,238,19,56095.0,3722.0,4669.0,12.0,4.0,5.0,0.0,7.0,4.0
158,Stäfa,2016,1653.1,2012,2042,2553,3564,2616,1337,109,78402.0,5221.0,14178.0,62.0,4.0,28.0,0.0,34.0,4.0
159,Uetikon,2016,1721.4,874,1004,995,1641,975,486,67,95677.0,9161.0,5988.0,6.0,2.0,4.0,0.0,2.0,2.0
160,Zumikon,2016,938.3,834,652,805,1206,965,614,66,148601.0,8115.0,5172.0,26.0,3.0,13.0,0.0,13.0,3.0
161,Zollikon,2016,1625.8,2020,1519,2632,2916,2017,1422,253,133538.0,8489.0,12753.0,57.0,13.0,29.0,2.0,28.0,11.0
172,Fehraltorf,2016,666.6,1073,980,1417,1484,1033,315,31,66843.0,5357.0,6307.0,28.0,1.0,9.0,0.0,19.0,1.0
173,Hittnau,2016,275.5,585,624,664,979,568,149,15,65365.0,4523.0,3614.0,5.0,1.0,3.0,0.0,2.0,1.0
176,Lindau,2016,458.5,877,919,1121,1346,860,314,33,70573.0,3477.0,5388.0,25.0,13.0,7.0,0.0,18.0,13.0
177,Pfäffikon,2016,601.7,1808,1869,2384,2684,1958,927,98,63066.0,2497.0,11454.0,27.0,10.0,13.0,2.0,14.0,8.0
178,Russikon,2016,304.3,732,580,828,1092,791,296,27,73145.0,3904.0,4292.0,7.0,1.0,5.0,0.0,2.0,1.0
180,Weisslingen,2016,256.0,520,496,544,851,606,232,15,73452.0,7552.0,3261.0,2.0,1.0,2.0,0.0,0.0,1.0
1,Aeugst,2017,245.7,269,287,326,570,348,122,12,86751.0,13728.0,1977.0,5.0,0.0,4.0,0.0,1.0,0.0
2,Affoltern,2017,1139.6,1748,2367,2479,2625,1855,921,85,58443.0,4276.0,11900.0,52.0,13.0,26.0,1.0,26.0,12.0
3,Bonstetten,2017,737.0,987,872,1176,1291,833,310,22,71343.0,3283.0,5435.0,13.0,0.0,6.0,0.0,7.0,0.0
4,Hausen,2017,266.5,612,506,682,975,622,241,8,68433.0,9571.0,3571.0,5.0,2.0,4.0,0.0,1.0,2.0
5,Hedingen,2017,563.2,599,602,705,973,573,210,16,73840.0,6548.0,3687.0,4.0,3.0,3.0,0.0,1.0,3.0
6,Kappel,2017,143.6,239,132,256,281,157,52,7,69506.0,12652.0,1110.0,2.0,0.0,0.0,0.0,2.0,0.0
7,Knonau,2017,353.5,433,349,482,579,316,131,11,64953.0,5021.0,2168.0,12.0,0.0,4.0,0.0,8.0,0.0
8,Maschwanden,2017,135.9,113,89,132,160,100,38,4,37385.0,5874.0,626.0,1.0,1.0,1.0,0.0,0.0,1.0
9,Mettmenstetten,2017,372.8,827,771,956,1137,857,291,26,73971.0,8693.0,4861.0,18.0,0.0,8.0,0.0,10.0,0.0
10,Obfelden,2017,707.3,931,908,1097,1219,861,302,22,64093.0,6777.0,5131.0,17.0,6.0,6.0,1.0,11.0,5.0
11,Ottenbach,2017,513.3,385,357,442,664,540,156,12,74377.0,5869.0,2591.0,7.0,3.0,5.0,2.0,2.0,1.0
12,Rifferswil,2017,166.8,246,126,214,279,171,54,6,64876.0,6741.0,1078.0,1.0,1.0,1.0,0.0,0.0,1.0
13,Stallikon,2017,307.0,606,491,825,931,594,224,16,82654.0,4570.0,3646.0,19.0,4.0,2.0,0.0,17.0,4.0
22,Benken,2017,151.1,129,139,159,247,133,50,0,62548.0,10083.0,857.0,0.0,1.0,0.0,0.0,0.0,1.0
23,Berg,2017,79.6,60,78,88,153,132,50,1,85287.0,16804.0,567.0,1.0,0.0,0.0,0.0,1.0,0.0
24,Buch,2017,95.3,194,143,208,236,139,47,3,69082.0,12139.0,957.0,1.0,0.0,1.0,0.0,0.0,0.0
25,Dachsen,2017,717.8,301,309,322,504,320,166,9,62573.0,7365.0,1998.0,7.0,9.0,4.0,0.0,3.0,9.0
26,Dorf,2017,123.5,104,131,119,191,103,36,0,65957.0,6374.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Feuerthalen,2017,1454.4,574,580,799,868,498,281,36,56705.0,4968.0,3596.0,6.0,3.0,2.0,0.0,4.0,3.0
28,Flaach,2017,134.8,212,242,246,358,205,95,17,61998.0,8944.0,1362.0,1.0,4.0,0.0,0.0,1.0,4.0
29,Flurlingen,2017,598.8,218,232,250,387,233,111,6,74106.0,5403.0,1434.0,5.0,0.0,2.0,0.0,3.0,0.0
31,Henggart,2017,737.3,359,401,383,557,356,187,13,65877.0,5804.0,2242.0,2.0,3.0,1.0,0.0,1.0,3.0
33,Kleinandelfingen,2017,201.8,358,316,396,514,338,142,13,61556.0,6962.0,2067.0,9.0,1.0,4.0,0.0,5.0,1.0
34,Laufen-Uhwiesen,2017,267.0,245,231,280,449,300,144,20,80228.0,11996.0,1650.0,5.0,0.0,2.0,0.0,3.0,0.0
35,Marthalen,2017,137.7,290,328,358,483,352,127,11,65203.0,5020.0,1938.0,6.0,0.0,1.0,0.0,5.0,0.0
37,Ossingen,2017,119.5,234,272,285,405,260,105,5,55622.0,4255.0,1456.0,2.0,3.0,0.0,0.0,2.0,3.0
38,Rheinau,2017,145.4,168,206,190,370,247,105,12,61019.0,11041.0,1302.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Thalheim,2017,143.2,162,129,166,267,144,44,10,63985.0,10114.0,919.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Trüllikon,2017,110.3,156,144,184,248,231,79,12,60326.0,10171.0,1064.0,2.0,0.0,2.0,0.0,0.0,0.0
41,Truttikon,2017,107.7,80,88,63,132,81,31,2,55090.0,8353.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Volken,2017,103.1,67,53,56,105,31,24,1,62900.0,16626.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Bachenbülach,2017,953.8,652,646,824,918,698,335,19,62647.0,10627.0,4087.0,12.0,5.0,6.0,0.0,6.0,5.0
52,Bassersdorf,2017,1289.5,1786,1985,2699,2694,1654,714,61,65220.0,4906.0,11616.0,23.0,4.0,11.0,0.0,12.0,4.0
53,Bülach,2017,1230.9,3084,3718,4577,4077,2825,1426,110,60570.0,5186.0,19611.0,58.0,17.0,23.0,0.0,35.0,17.0
54,Dietlikon,2017,1821.1,1173,1214,1687,1620,1242,701,48,66880.0,7479.0,7568.0,31.0,6.0,13.0,1.0,18.0,5.0
55,Eglisau,2017,569.4,913,793,1142,1176,784,326,36,69900.0,4391.0,5167.0,5.0,1.0,4.0,0.0,1.0,1.0
56,Embrach,2017,739.3,1538,1669,2046,2129,1426,558,53,57773.0,5397.0,9189.0,17.0,11.0,4.0,0.0,13.0,11.0
57,Freienstein-Teufen,2017,284.6,323,387,413,667,431,138,12,64588.0,4750.0,2342.0,9.0,2.0,4.0,0.0,5.0,2.0
58,Glattfelden,2017,421.5,867,881,1153,1290,696,275,27,58002.0,5342.0,5069.0,12.0,5.0,8.0,0.0,4.0,5.0
59,Hochfelden,2017,313.3,320,300,355,488,358,100,6,71202.0,8415.0,1962.0,3.0,5.0,1.0,0.0,2.0,5.0
60,Höri,2017,570.4,419,498,569,645,415,166,9,55654.0,4962.0,2706.0,9.0,1.0,4.0,0.0,5.0,1.0
61,Hüntwangen,2017,206.9,165,129,185,277,194,62,8,67222.0,13035.0,1025.0,3.0,1.0,1.0,0.0,2.0,1.0
62,Kloten,2017,1003.2,2750,3560,4740,4157,2598,1410,147,56880.0,10185.0,19086.0,96.0,18.0,39.0,0.0,57.0,18.0
63,Lufingen,2017,457.2,431,376,557,624,288,94,3,79079.0,6324.0,2210.0,3.0,4.0,1.0,1.0,2.0,3.0
64,Nürensdorf,2017,554.1,816,787,1118,1353,1001,483,33,84997.0,5000.0,5600.0,5.0,1.0,1.0,0.0,4.0,1.0
65,Oberembrach,2017,103.8,132,151,207,295,181,85,6,71278.0,7802.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Opfikon,2017,3540.8,3188,4035,5899,3543,2077,1008,114,54347.0,7999.0,19599.0,88.0,19.0,39.0,4.0,49.0,15.0
67,Rafz,2017,416.2,703,777,855,1113,722,263,29,63431.0,4692.0,4400.0,9.0,3.0,4.0,0.0,5.0,3.0
68,Rorbas,2017,636.1,534,513,641,666,361,116,6,56049.0,8780.0,2814.0,19.0,3.0,10.0,1.0,9.0,2.0
69,Wallisellen,2017,2454.3,2425,2654,4130,3297,2115,1102,132,69350.0,9599.0,15934.0,85.0,13.0,37.0,1.0,48.0,12.0
70,Wasterkingen,2017,145.7,91,78,89,153,128,31,4,60708.0,8197.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Wil,2017,156.9,213,187,259,365,265,100,18,78232.0,9743.0,1372.0,4.0,1.0,3.0,0.0,1.0,1.0
72,Winkel,2017,556.9,578,667,967,1201,763,317,18,97315.0,14242.0,4391.0,5.0,1.0,2.0,0.0,3.0,1.0
81,Bachs,2017,64.3,84,78,105,155,113,47,6,58137.0,7898.0,605.0,7.0,2.0,3.0,0.0,4.0,2.0
82,Boppelsen,2017,348.2,242,188,245,363,236,85,6,99498.0,9112.0,1327.0,1.0,0.0,0.0,0.0,1.0,0.0
83,Buchs,2017,1071.9,972,1189,1443,1540,868,272,19,64297.0,7720.0,6359.0,19.0,2.0,7.0,0.0,12.0,2.0
84,Dällikon,2017,915.2,655,709,894,981,611,237,13,61365.0,11610.0,4080.0,10.0,6.0,6.0,1.0,4.0,5.0
85,Dänikon,2017,667.5,290,321,402,499,270,81,6,71092.0,10258.0,1884.0,4.0,0.0,4.0,0.0,0.0,0.0
86,Dielsdorf,2017,1011.9,875,1020,1428,1284,936,365,32,62189.0,5923.0,5992.0,25.0,14.0,13.0,0.0,12.0,14.0
87,Hüttikon,2017,578.1,209,87,229,228,127,38,7,79992.0,4757.0,920.0,1.0,1.0,0.0,0.0,1.0,1.0
88,Neerach,2017,523.3,352,394,640,911,630,195,18,90725.0,15086.0,3128.0,7.0,1.0,3.0,0.0,4.0,1.0
89,Niederglatt,2017,1365.8,758,917,1054,1181,694,284,29,59403.0,6100.0,4914.0,9.0,2.0,5.0,0.0,4.0,2.0
90,Niederhasli,2017,812.4,1503,1641,2001,2140,1331,535,37,60422.0,3989.0,9195.0,25.0,9.0,9.0,3.0,16.0,6.0
