gemeinde,jahr,0-14 Jahre alt,15-29 Jahre alt,30-44 Jahre alt,45-59 Jahre alt,60-74 Jahre alt,75-89 Jahre alt,90-104 Jahre alt
Maschwanden,2020,118,67,130,166,104,46,5
Maschwanden,2021,120,73,117,170,104,50,7
Maschwanden,2022,119,78,115,168,109,49,6
Maschwanden,2023,112,85,109,168,116,49,3
Maur,2010,1537,1320,2080,2210,1676,651,43
Maur,2011,1507,1353,2003,2278,1669,674,47
Maur,2012,1514,1365,1970,2342,1673,696,50
Maur,2013,1520,1401,1912,2421,1660,729,57
Maur,2014,1511,1369,1880,2467,1662,751,71
Maur,2015,1514,1444,1854,2579,1629,784,68
Maur,2016,1524,1446,1867,2609,1670,845,77
Maur,2017,1517,1443,1877,2666,1623,925,97
Maur,2018,1531,1442,1832,2693,1635,968,103
Maur,2019,1578,1498,1877,2719,1670,1013,107
Maur,2020,1687,1496,1998,2719,1708,1054,116
Maur,2021,1701,1506,1950,2697,1751,1097,111
Maur,2022,1658,1490,1936,2648,1795,1096,121
Maur,2023,1685,1493,1962,2653,1835,1146,127
Meilen,2010,1845,1684,2822,2803,2121,1136,128
Meilen,2011,1909,1664,2785,2884,2163,1144,136
Meilen,2012,1934,1642,2745,2953,2197,1161,145
Meilen,2013,2010,1706,2726,3071,2190,1213,130
Meilen,2014,2034,1732,2691,3158,2213,1242,139
Meilen,2015,2120,1765,2724,3246,2244,1250,166
Meilen,2016,2172,1775,2747,3306,2244,1287,170
Meilen,2017,2225,1792,2775,3415,2249,1322,180
Meilen,2018,2269,1854,2809,3458,2240,1368,192
Meilen,2019,2311,1863,2840,3468,2223,1419,202
Meilen,2020,2393,1856,2893,3484,2245,1456,198
Meilen,2021,2386,1870,2954,3513,2287,1489,185
Meilen,2022,2386,1898,2921,3529,2279,1538,193
Meilen,2023,2327,1931,2907,3491,2355,1544,187
Mettmenstetten,2010,732,762,877,1043,628,186,17
Mettmenstetten,2011,737,764,898,1093,672,193,19
Mettmenstetten,2012,725,778,890,1089,717,200,15
Mettmenstetten,2013,713,794,868,1094,723,210,18
Mettmenstetten,2014,720,763,879,1108,748,228,17
Mettmenstetten,2015,746,812,916,1115,796,254,20
Mettmenstetten,2016,810,792,985,1129,840,267,21
Mettmenstetten,2017,827,771,956,1137,857,291,26
Mettmenstetten,2018,905,790,1022,1160,877,313,27
Mettmenstetten,2019,938,821,1023,1184,871,336,26
Mettmenstetten,2020,986,828,1067,1230,865,374,28
Mettmenstetten,2021,1041,823,1139,1244,882,408,29
Mettmenstetten,2022,1049,806,1178,1230,890,440,32
Mettmenstetten,2023,1076,784,1202,1214,917,460,30
Männedorf,2010,1839,1339,2392,2246,1713,824,84
Männedorf,2011,1818,1330,2265,2388,1690,851,92
Männedorf,2012,1779,1386,2165,2483,1683,892,74
Männedorf,2013,1739,1384,2105,2556,1660,943,85
Männedorf,2014,1710,1426,2034,2652,1627,977,96
Männedorf,2015,1664,1486,1991,2732,1623,991,101
Männedorf,2016,1660,1561,2001,2782,1643,1050,102
Männedorf,2017,1697,1572,1974,2826,1627,1110,107
Männedorf,2018,1726,1654,2062,2856,1625,1169,115
Männedorf,2019,1693,1718,2067,2880,1642,1186,131
Männedorf,2020,1680,1713,2087,2878,1695,1191,145
Männedorf,2021,1682,1658,2102,2846,1715,1219,144
Männedorf,2022,1663,1672,2123,2781,1803,1225,157
Männedorf,2023,1666,1723,2176,2800,1881,1252,164
Mönchaltorf,2010,524,552,717,802,681,169,16
Mönchaltorf,2011,522,547,696,777,712,175,13
Mönchaltorf,2012,531,513,688,768,745,180,14
Mönchaltorf,2013,538,487,692,795,744,188,15
Mönchaltorf,2014,593,484,763,798,771,198,11
Mönchaltorf,2015,592,498,776,792,790,207,15
Mönchaltorf,2016,595,496,753,794,791,239,16
Mönchaltorf,2017,609,518,734,796,777,262,19
Mönchaltorf,2018,601,525,739,818,756,293,21
Mönchaltorf,2019,638,557,761,815,780,316,20
Mönchaltorf,2020,665,586,834,854,765,349,25
Mönchaltorf,2021,651,584,862,850,747,396,25
Mönchaltorf,2022,666,563,855,839,752,416,22
Mönchaltorf,2023,703,567,874,883,739,450,19
Neerach,2010,398,391,761,782,489,144,4
Neerach,2011,379,392,774,789,525,149,6
Neerach,2012,381,365,732,826,558,153,4
Neerach,2013,371,370,675,868,570,163,4
Neerach,2014,347,369,633,887,590,170,9
Neerach,2015,338,386,629,893,610,180,8
Neerach,2016,353,387,649,910,606,189,12
Neerach,2017,352,394,640,911,630,195,18
Neerach,2018,371,385,641,897,645,211,20
Neerach,2019,386,372,621,888,663,224,20
Neerach,2020,391,376,615,890,684,242,27
Neerach,2021,407,384,625,865,707,253,28
Neerach,2022,433,365,637,848,731,276,26
Neerach,2023,433,377,620,829,718,307,30
Neftenbach,2010,890,970,1174,1292,660,231,7
Neftenbach,2011,915,954,1173,1330,676,248,14
Neftenbach,2012,957,944,1190,1349,713,253,13
Neftenbach,2013,958,921,1164,1392,720,268,15
Neftenbach,2014,1004,886,1142,1428,744,276,18
Neftenbach,2015,1001,831,1161,1414,772,297,24
Neftenbach,2016,1000,840,1111,1436,801,321,28
Neftenbach,2017,996,813,1073,1448,836,342,25
Neftenbach,2018,1026,852,1076,1457,872,355,34
Neftenbach,2019,1015,852,1079,1460,893,384,36
Neftenbach,2020,1016,847,1083,1456,914,404,33
Neftenbach,2021,1002,852,1062,1452,960,427,42
Neftenbach,2022,950,831,1060,1418,1001,444,48
Neftenbach,2023,939,837,1048,1388,1039,457,50
Niederglatt,2010,742,847,1112,1017,599,227,26
Niederglatt,2011,715,836,1072,1038,612,238,32
Niederglatt,2012,716,827,1073,1072,605,243,32
Niederglatt,2013,722,827,1082,1104,630,246,31
Niederglatt,2014,722,847,1083,1129,649,252,31
Niederglatt,2015,741,839,1096,1125,664,260,26
Niederglatt,2016,766,889,1093,1160,687,264,30
Niederglatt,2017,758,917,1054,1181,694,284,29
Niederglatt,2018,734,918,1045,1192,719,290,36
Niederglatt,2019,770,886,1051,1205,743,300,36
Niederglatt,2020,739,863,986,1231,772,311,35
Niederglatt,2021,733,878,976,1226,796,317,33
Niederglatt,2022,752,950,1037,1235,824,331,38
Niederglatt,2023,786,994,1092,1216,859,342,36
Niederhasli,2010,1449,1673,1974,1906,1143,372,9
Niederhasli,2011,1413,1683,1982,1952,1167,386,11
Niederhasli,2012,1432,1687,1955,1998,1210,411,17
Niederhasli,2013,1436,1698,1989,2055,1204,440,23
Niederhasli,2014,1471,1736,2000,2108,1232,460,21
Niederhasli,2015,1465,1727,1991,2138,1269,465,30
Niederhasli,2016,1508,1662,1988,2182,1287,509,32
Niederhasli,2017,1503,1641,2001,2140,1331,535,37
Niederhasli,2018,1500,1685,1977,2127,1349,561,49
Niederhasli,2019,1505,1650,2040,2127,1364,604,50
Niederhasli,2020,1507,1662,2076,2107,1401,635,58
Niederhasli,2021,1524,1645,2053,2114,1383,672,56
Niederhasli,2022,1535,1620,2069,2093,1416,689,61
Niederhasli,2023,1553,1627,2095,2103,1441,713,57
Niederweningen,2010,523,444,656,665,332,93,14
Niederweningen,2011,522,456,624,699,347,99,14
Niederweningen,2012,504,452,605,714,368,101,14
Niederweningen,2013,494,483,580,725,389,101,15
Niederweningen,2014,502,514,572,771,396,102,14
Niederweningen,2015,480,526,538,785,395,123,9
Niederweningen,2016,494,517,541,799,425,131,9
Niederweningen,2017,500,534,576,815,451,139,9
Niederweningen,2018,510,529,584,822,454,143,11
Niederweningen,2019,516,512,577,824,469,159,15
Niederweningen,2020,511,517,563,833,469,181,15
Niederweningen,2021,511,500,581,838,466,195,18
Niederweningen,2022,493,504,557,829,482,200,16
Niederweningen,2023,515,528,636,826,508,193,19
Nürensdorf,2010,731,809,1150,1255,900,315,10
Nürensdorf,2011,732,799,1160,1253,918,348,14
Nürensdorf,2012,735,787,1154,1268,941,355,21
Nürensdorf,2013,735,815,1112,1286,954,385,24
Nürensdorf,2014,767,789,1112,1303,984,402,26
Nürensdorf,2015,798,789,1110,1314,1007,425,21
Nürensdorf,2016,809,797,1141,1334,1019,455,26
Nürensdorf,2017,816,787,1118,1353,1001,483,33
Nürensdorf,2018,802,767,1127,1375,1014,494,33
Nürensdorf,2019,777,782,1066,1405,1001,523,39
Nürensdorf,2020,777,774,1078,1401,986,564,36
Nürensdorf,2021,794,786,1090,1408,1006,596,38
Nürensdorf,2022,797,777,1061,1382,1025,604,52
Nürensdorf,2023,818,773,1044,1392,1033,635,60
Oberembrach,2010,140,151,213,239,154,62,7
Oberembrach,2011,147,167,214,249,159,60,5
Oberembrach,2012,139,173,223,261,162,60,7
Oberembrach,2013,155,179,251,272,165,65,7
Oberembrach,2014,155,175,245,273,170,66,7
Oberembrach,2015,139,167,234,268,180,70,8
Oberembrach,2016,138,172,217,287,172,75,7
Oberembrach,2017,132,151,207,295,181,85,6
Oberembrach,2018,138,146,195,295,187,84,9
Oberembrach,2019,154,152,206,311,185,83,10
Oberembrach,2020,148,139,214,308,188,90,10
Oberembrach,2021,137,135,202,308,190,94,9
Oberembrach,2022,134,131,215,293,199,103,8
Oberembrach,2023,136,137,201,286,214,99,6
Oberengstringen,2010,892,1079,1478,1246,1018,622,46
Oberengstringen,2011,871,1044,1464,1289,1032,636,48
Oberengstringen,2012,878,1071,1410,1283,1056,643,56
Oberengstringen,2013,893,1050,1423,1301,1051,656,70
Oberengstringen,2014,936,1015,1493,1350,1011,663,71
Oberengstringen,2015,914,1021,1492,1370,1017,653,82
Oberengstringen,2016,922,993,1498,1402,992,663,93
Oberengstringen,2017,886,1032,1486,1437,971,669,88
Oberengstringen,2018,885,988,1524,1449,973,660,91
Oberengstringen,2019,902,1079,1548,1488,974,666,82
Oberengstringen,2020,882,1056,1575,1480,980,661,90
Oberengstringen,2021,888,1073,1615,1484,980,659,100
Oberengstringen,2022,873,1104,1623,1458,999,679,95
Oberengstringen,2023,859,1086,1609,1466,1002,689,87
Oberglatt,2010,1030,1244,1480,1217,690,186,15
Oberglatt,2011,1064,1223,1520,1247,713,198,14
Oberglatt,2012,1074,1243,1536,1282,709,198,18
Oberglatt,2013,1110,1442,1639,1327,721,208,13
Oberglatt,2014,1155,1428,1714,1360,745,217,13
Oberglatt,2015,1185,1478,1726,1399,755,231,15
Oberglatt,2016,1194,1454,1776,1456,794,247,19
Oberglatt,2017,1181,1447,1771,1483,800,263,19
Oberglatt,2018,1186,1460,1811,1502,832,280,17
Oberglatt,2019,1165,1507,1827,1539,852,299,19
Oberglatt,2020,1193,1538,1835,1553,899,320,23
Oberglatt,2021,1202,1521,1876,1577,924,323,26
Oberglatt,2022,1210,1508,1861,1602,962,341,24
Oberglatt,2023,1240,1455,1867,1656,963,372,20
Oberrieden,2010,699,687,960,1148,931,461,50
Oberrieden,2011,685,677,982,1173,931,473,48
Oberrieden,2012,696,681,955,1188,933,466,46
Oberrieden,2013,692,676,930,1191,941,474,57
Oberrieden,2014,715,664,940,1212,932,498,55
Oberrieden,2015,714,667,923,1226,927,515,55
Oberrieden,2016,714,656,916,1226,911,540,54
Oberrieden,2017,730,671,902,1211,940,558,59
Oberrieden,2018,748,650,885,1222,932,584,64
Oberrieden,2019,737,624,867,1177,933,596,62
Oberrieden,2020,761,663,917,1182,913,622,60
Oberrieden,2021,763,633,937,1180,894,646,61
Oberrieden,2022,796,639,992,1208,925,646,74
Oberrieden,2023,818,656,1008,1223,965,645,70
Oberweningen,2010,282,339,400,433,230,54,7
Oberweningen,2011,285,332,394,427,233,56,6
Oberweningen,2012,284,327,372,444,256,58,8
Oberweningen,2013,263,315,369,452,269,72,8
Oberweningen,2014,289,313,385,469,281,78,8
Oberweningen,2015,279,311,361,473,284,81,7
Oberweningen,2016,255,320,347,473,294,83,4
Oberweningen,2017,245,318,337,500,302,92,3
Oberweningen,2018,245,312,346,477,320,95,4
Oberweningen,2019,245,293,346,473,329,103,2
Oberweningen,2020,273,297,380,489,337,116,4
Oberweningen,2021,272,296,374,482,338,123,6
Oberweningen,2022,275,277,372,486,336,130,6
Oberweningen,2023,257,288,365,482,352,130,10
Obfelden,2010,826,828,1070,1017,707,213,21
Obfelden,2011,831,846,1015,1081,746,217,20
Obfelden,2012,832,853,988,1130,766,237,22
Obfelden,2013,832,849,981,1142,798,243,16
Obfelden,2014,865,832,997,1145,817,253,16
Obfelden,2015,882,825,989,1185,838,268,20
Obfelden,2016,882,849,1018,1202,862,282,24
Obfelden,2017,931,908,1097,1219,861,302,22
Obfelden,2018,1012,940,1171,1240,869,320,28
Obfelden,2019,1026,975,1214,1270,859,348,33
Obfelden,2020,1047,953,1230,1266,860,386,36
Obfelden,2021,1041,917,1241,1254,852,416,34
Obfelden,2022,1052,905,1256,1254,841,434,37
Obfelden,2023,1037,918,1257,1263,859,472,36
Oetwil,2010,706,815,1031,1024,602,176,15
Oetwil,2011,726,849,1032,1080,604,186,14
Oetwil,2012,750,826,1038,1104,615,199,14
Oetwil,2013,748,810,1053,1101,625,224,16
Oetwil,2014,721,843,1000,1138,642,222,15
Oetwil,2015,753,842,1001,1173,648,227,17
Oetwil,2016,777,823,1035,1171,669,238,19
Oetwil,2017,787,809,1039,1172,685,245,17
Oetwil,2018,790,829,1049,1182,694,253,17
Oetwil,2019,801,814,1060,1190,695,267,17
Oetwil,2020,789,796,1051,1210,710,276,16
Oetwil,2021,801,780,1079,1225,745,292,21
Oetwil,2022,754,819,1054,1224,765,308,21
Oetwil,2023,765,866,1074,1250,763,338,19
Oetwil an der Limmat,2010,279,322,485,543,505,154,7
Oetwil an der Limmat,2011,287,323,487,560,501,163,9
Oetwil an der Limmat,2012,289,309,480,575,500,165,8
Oetwil an der Limmat,2013,279,317,440,600,469,174,14
Oetwil an der Limmat,2014,266,338,429,624,458,180,15
Oetwil an der Limmat,2015,263,344,437,653,458,191,17
Oetwil an der Limmat,2016,268,358,464,667,443,214,18
Oetwil an der Limmat,2017,281,354,475,672,433,232,17
Oetwil an der Limmat,2018,312,361,501,668,433,256,16
Oetwil an der Limmat,2019,298,357,485,683,426,254,15
Oetwil an der Limmat,2020,312,355,481,677,429,258,17
Oetwil an der Limmat,2021,312,342,492,661,470,258,20
Oetwil an der Limmat,2022,314,343,494,646,475,275,17
Oetwil an der Limmat,2023,324,331,477,658,493,282,20
Opfikon,2010,2237,3522,4072,2962,1849,864,76
Opfikon,2011,2348,3563,4216,3004,1864,887,85
Opfikon,2012,2395,3396,4332,3055,1863,918,86
Opfikon,2013,2529,3368,4449,3108,1859,938,87
Opfikon,2014,2675,3397,4830,3237,1898,947,101
Opfikon,2015,2823,3957,5300,3375,1964,960,103
Opfikon,2016,3009,4131,5665,3526,2019,1000,111
Opfikon,2017,3188,4035,5899,3543,2077,1008,114
Opfikon,2018,3314,3900,6161,3619,2118,1037,103
Opfikon,2019,3465,3881,6513,3716,2148,1059,107
